,Product name,Rating,Summary,Review,sentiment_score,sentiment
1662,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Very good productREAD MORE,0.4927,Positive
1663,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Nice phoneREAD MORE,0.4215,Positive
1664,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,"Genuine product , can trustREAD MORE",0.0,Neutral
1665,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,Nice phoneREAD MORE,0.4215,Positive
1666,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Best product really like it!!!!!!!READ MORE,0.7902,Positive
1668,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,Dream comes trueREAD MORE,0.25,Positive
1670,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,An apple a year keeps savings away😂😂.READ MORE,0.0,Neutral
1671,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Super Experience :)READ MORE,0.5994,Positive
1672,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,"Just wow, apple is apple, no one can beat them ❤️✌️READ MORE",0.3818,Positive
1673,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,Apple As always amazing shotsREAD MORE,0.5859,Positive
1674,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Not good,"Battery back up is bad, It looks like a refurbished or used phone. If we use dual sim, it is very difficult to navigate each time from primary and secondary number for dialingREAD MORE",-0.5413,Negative
1675,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Amazing productREAD MORE,0.5859,Positive
1676,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Very nice 🙂 productREAD MORE,0.4754,Positive
1677,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Good productREAD MORE,0.4404,Positive
1678,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Does the job,Very poor front camera Not price worthy phoneREAD MORE,-0.7003,Negative
1679,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Excellent camera qualityREAD MORE,0.5719,Positive
1680,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,My first iPhoneREAD MORE,0.0,Neutral
1681,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Excellent product far better than android phones. The apple logo is awesome. Worth buying it.READ MORE,0.9118,Positive
1683,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,I got them at very low prices Thanku flipcartREAD MORE,-0.3384,Negative
1684,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Bad quality,Battery and charger is not workingREAD MORE,0.0,Neutral
1685,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Thank You So Much FlipkartREAD MORE,0.3612,Positive
1686,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,best Photo qualityREAD MORE,0.6369,Positive
1687,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Super PurchaseREAD MORE,0.5994,Positive
1688,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Nice phone but a bit disappointed by battery....READ MORE,-0.5023,Negative
1689,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Very happy with the productREAD MORE,0.6115,Positive
1691,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,Good quality but expensiveREAD MORE,0.2382,Positive
1692,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Apple 🍎READ MORE,0.0,Neutral
1693,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Awesome.. nothing can beat Apple ..Superb .. go for itREAD MORE,0.8481,Positive
1695,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Everything is superb 😍 in iphone 14 and i love the feature of cinematic mode and action mode❣️READ MORE,0.8519,Positive
1696,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Bad quality,"Camera quality not good as I expected,READ MORE",-0.3412,Negative
1697,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Tq flipkart for genuine product.READ MORE,0.0,Neutral
1698,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Pretty good,"Beautiful phone , beautiful design only con is display notch... Other than  beast performance, nice camera , everything super 🤩READ MORE",0.9382,Positive
1699,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Flipkart one day delivery thank u and good service excellentREAD MORE,0.6597,Positive
1701,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Nice clicksREAD MORE,0.4215,Positive
1702,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Happy to purchase ❤️READ MORE,0.5719,Positive
1704,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,It's too goodREAD MORE,0.0,Neutral
1706,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Absolutely loveable....READ MORE,0.0,Neutral
1707,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Best productREAD MORE,0.6369,Positive
1708,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Iphone is always best for camera and performance.READ MORE,0.6369,Positive
1709,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Does the job,Over heating 💥 think 100times before buyingREAD MORE,0.0,Neutral
1710,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Nice Camera❤️ Nice performance 💕READ MORE,0.6808,Positive
1712,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Just amazingREAD MORE,0.0,Neutral
1714,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,I am switch Android to iPhone really good quality and good feal in hand 👌READ MORE,0.862,Positive
1716,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Just wow😘😘😘READ MORE,0.0,Neutral
1717,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Best phone and Amazing camera with great focus.READ MORE,0.9201,Positive
1718,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Worth the money,nice priductREAD MORE,0.4215,Positive
1719,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,I buyed for my frend. I don't know what happening next weeks. 👍🏼😀. Its light weight. Good camera. High price🥵. Where is the small piece of apple?READ MORE,0.4404,Positive
1720,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Useless product,1st Mobile box damage2nd Mobile setup issue3rd mobile setup and next upgrade OS Big issue not move next step install os I'm waiting 1 day and night But not move next step 😞Final mobile agen reset and send issueAnd next day switch off and on Mobile automatic setup big issue facingREAD MORE,0.0,Neutral
1721,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Best in segmentREAD MORE,0.6369,Positive
1722,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Does the job,Camera very poorREAD MORE,0.0,Neutral
1723,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,Ok 👌READ MORE,0.296,Positive
1725,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Excellent 👌 thank you so much 😊READ MORE,0.7351,Positive
1726,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,"Dream come True, my dream to have this mobile was fulfilled by Flipkart at the best rate with my Sbi cardREAD MORE",0.9153,Positive
1728,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Best qualityREAD MORE,0.6369,Positive
1729,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Just okay,Front camera is not good..... except that superb phone ....READ MORE,0.4007,Positive
1730,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,good performance bt iam not satisfied in cameraaverage performance cameraREAD MORE,0.1451,Neutral
1731,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,Best phoneREAD MORE,0.6369,Positive
1732,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Best productREAD MORE,0.6369,Positive
1733,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Satisfied with the productREAD MORE,0.4215,Positive
1734,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Oh I just love itREAD MORE,0.6369,Positive
1735,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Value for moneyREAD MORE,0.34,Positive
1737,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,Camera is awesome 👍😎🤩READ MORE,0.6249,Positive
1739,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Awesome 😎 I didn't expect this original peice from FlipkartREAD MORE,0.7734,Positive
1740,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,My first iPhone and it's an amazing phoneREAD MORE,0.5859,Positive
1741,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Best productREAD MORE,0.6369,Positive
1742,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,First time using i phone...Wonderfull experience...Dream done in BBDREAD MORE,0.0,Neutral
1743,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,😎😎 niceREAD MORE,0.0,Neutral
1744,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Best phone in the worldREAD MORE,0.6369,Positive
1746,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,"Osm, 😘itREAD MORE",0.0,Neutral
1747,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Best for gamingREAD MORE,0.6369,Positive
1748,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Thank you for Flipkart for a nice productREAD MORE,0.6486,Positive
1749,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,"Performance is very good, good battery backup, camera is soooooo good, action mod and cinematic mod is superb work in iPhone 14,  Apple is always good, I really love Apple , Thankyou flipkart.😊😊READ MORE",0.9697,Positive
1750,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Superb phone!READ MORE,0.6249,Positive
1751,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Great product im enjoying thisREAD MORE,0.8176,Positive
1752,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Camera Quality is so good full satisfied with product 🫡🎉☺️READ MORE,0.7786,Positive
1753,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Good product and fast deliveryREAD MORE,0.4404,Positive
1756,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Good 👍🏼READ MORE,0.4404,Positive
1757,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Amazing productREAD MORE,0.5859,Positive
1758,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Excellent 👌👌👌READ MORE,0.5719,Positive
1759,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,I like this iPhoneREAD MORE,0.3612,Positive
1760,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,Product is goodREAD MORE,0.0,Neutral
1761,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Good,Battery is getting drained fast even without using video apps.READ MORE,-0.3612,Negative
1762,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Waste of money!,Mobile bad qREAD MORE,-0.5423,Negative
1764,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,I have been bought the mobile in bbd sale this year .writing this review after using it for more than a week everything is good except batter acc to me as the battery drains very fast otherwise everything goodREAD MORE,0.4404,Positive
1765,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,Lovely imagesREAD MORE,0.5859,Positive
1767,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,I love this productREAD MORE,0.6369,Positive
1768,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,"Superb camera quality, excellent phone in this price range. Happy with my new iPhone 14READ MORE",0.91,Positive
1769,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Just okay,Nice worth itREAD MORE,0.5719,Positive
1770,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Aapple I Phone 14.Enjoy the phone.READ MORE,0.4939,Positive
1771,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,Just awesomeREAD MORE,0.0,Neutral
1772,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Good productREAD MORE,0.4404,Positive
1773,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Does the job,Not badREAD MORE,0.0,Neutral
1776,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Wonderful,Osm productREAD MORE,0.0,Neutral
1777,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Good productREAD MORE,0.4404,Positive
1778,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,"genuine product not gray market. prefect condition, quick delivery. quite happy with every thing including flipkart open box delivery option.  :)READ MORE",0.6115,Positive
1779,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Best phoneREAD MORE,0.6369,Positive
1780,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Thanks filipcart faast delewery good work delewry boye thank youREAD MORE,0.8074,Positive
1781,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,greate experiance nice to purchase i am with that thanku flipkart 😄READ MORE,0.4215,Positive
1782,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Amazing productREAD MORE,0.5859,Positive
1783,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,I am very happyREAD MORE,0.0,Neutral
1784,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Nice mobileREAD MORE,0.4215,Positive
1785,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Awesome ProductREAD MORE,0.6249,Positive
1787,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,Good oneREAD MORE,0.4404,Positive
1788,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Best product Camera quality is very good 👍READ MORE,0.8122,Positive
1790,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Best colour everREAD MORE,0.6369,Positive
1791,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Thank you FlipkartREAD MORE,0.3612,Positive
1792,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Good experience with Flipkart for electronic items shopping👍...Bravo ZuluREAD MORE,0.4404,Positive
1793,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,As it should be. GreatREAD MORE,0.0,Neutral
1794,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,Nice product but battery performance is very poorREAD MORE,0.2263,Positive
1795,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Compact size.. Best 📱iphone 👌👍READ MORE,0.6369,Positive
1796,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Best in this price...thanks flipkartREAD MORE,0.6369,Positive
1797,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,best phone in the worldREAD MORE,0.6369,Positive
1798,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Unsatisfactory,Worst Mobiile never try believe meREAD MORE,-0.6249,Negative
1802,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,One of the best phone i have used Good camera Best gaming performanceREAD MORE,0.9062,Positive
1803,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Gud oneREAD MORE,0.0,Neutral
1804,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Super camera best in class... At this priceREAD MORE,0.8442,Positive
1805,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Good on time deliveredREAD MORE,0.4404,Positive
1806,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Good price good productREAD MORE,0.7003,Positive
1807,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Very niceREAD MORE,0.0,Neutral
1808,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Good productREAD MORE,0.4404,Positive
1809,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Worth the money,Superb picture quality.READ MORE,0.6249,Positive
1810,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Lovely 🌹🤩READ MORE,0.5859,Positive
1811,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Awesome product. Phone delivered me on time.READ MORE,0.6249,Positive
